/home/biorobotics/macc_decom_test_7x7/random_11_10.txt,,"3292198181152
"," Time: 0.06796050071716309
"
/home/biorobotics/macc_decom_test_7x7/random_58_1.txt,,"0066871643066
"," Time: 0.0870356559753418
"
/home/biorobotics/macc_decom_test_7x7/random_20_2.txt,,"56575012207
"," Time: 0.3180825710296631
"
/home/biorobotics/macc_decom_test_7x7/random_11_5.txt,,"3915090560913
"," Time: 0.9586677551269531
"
/home/biorobotics/macc_decom_test_7x7/random_1_4.txt,,"8455448150635
"," Time: 0.19554924964904785
"
/home/biorobotics/macc_decom_test_7x7/random_7_7.txt,,"3929233551025
"," Time: 0.05898118019104004
"
/home/biorobotics/macc_decom_test_7x7/random_66_7.txt,,"573648452759
"," Time: 0.14856719970703125
"
/home/biorobotics/macc_decom_test_7x7/random_79_7.txt,,"49736213684
"," Time: 0.28281593322753906
"
/home/biorobotics/macc_decom_test_7x7/random_31_10.txt,,"3043632507324
"," Time: 0.02551579475402832
"
/home/biorobotics/macc_decom_test_7x7/random_3_4.txt,,"5835199356079
"," Time: 0.5062379837036133
"
/home/biorobotics/macc_decom_test_7x7/random_10_6.txt,,"3415489196777
"," Time: 0.13599824905395508
"
/home/biorobotics/macc_decom_test_7x7/random_10_10.txt,,"4450359344482
"," Time: 0.024336576461791992
"
/home/biorobotics/macc_decom_test_7x7/random_3_1.txt,,"276275634766
"," Time: 0.2978322505950928
"
/home/biorobotics/macc_decom_test_7x7/random_78_7.txt,,"958818435669
"," Time: 0.14439940452575684
"
/home/biorobotics/macc_decom_test_7x7/random_68_3.txt,,"7421417236328
"," Time: 0.025539875030517578
"
/home/biorobotics/macc_decom_test_7x7/random_2_7.txt,,"1888561248779
"," Time: 0.027349233627319336
"
/home/biorobotics/macc_decom_test_7x7/random_16_5.txt,,"719520568848
"," Time: 0.3068232536315918
"
/home/biorobotics/macc_decom_test_7x7/random_22_4.txt,,"133094787598
"," Time: 0.13398528099060059
"
/home/biorobotics/macc_decom_test_7x7/random_49_2.txt,,"8108978271484
"," Time: 0.08612823486328125
"
/home/biorobotics/macc_decom_test_7x7/random_67_7.txt,,"8181324005127
"," Time: 0.08706116676330566
"
/home/biorobotics/macc_decom_test_7x7/random_54_6.txt,,"6064987182617
"," Time: 0.17018699645996094
"
/home/biorobotics/macc_decom_test_7x7/random_7_2.txt,,"3401947021484
"," Time: 0.15424895286560059
"
/home/biorobotics/macc_decom_test_7x7/random_30_6.txt,,"24129486084
"," Time: 0.1236727237701416
"
/home/biorobotics/macc_decom_test_7x7/random_79_2.txt,,"634195327759
"," Time: 0.07731461524963379
"
/home/biorobotics/macc_decom_test_7x7/random_68_6.txt,,"9899311065674
"," Time: 0.055829763412475586
"
/home/biorobotics/macc_decom_test_7x7/random_43_1.txt,,"261996269226
"," Time: 0.2995641231536865
"
/home/biorobotics/macc_decom_test_7x7/random_14_2.txt,,"1488542556763
"," Time: 0.17019176483154297
"
/home/biorobotics/macc_decom_test_7x7/random_54_0.txt,,"791946411133
"," Time: 0.1460874080657959
"
/home/biorobotics/macc_decom_test_7x7/random_47_7.txt,,"990261077881
"," Time: 0.07958245277404785
"
/home/biorobotics/macc_decom_test_7x7/random_19_6.txt,,"5669231414795
"," Time: 0.09192466735839844
"
/home/biorobotics/macc_decom_test_7x7/random_1_0.txt,,"7945499420166
"," Time: 0.1795940399169922
"
/home/biorobotics/macc_decom_test_7x7/random_45_3.txt,,"5213623046875
"," Time: 0.2940688133239746
"
/home/biorobotics/macc_decom_test_7x7/random_42_8.txt,,"572717666626
"," Time: 0.16370534896850586
"
/home/biorobotics/macc_decom_test_7x7/random_76_3.txt,,"4125843048096
"," Time: 0.07534456253051758
"
/home/biorobotics/macc_decom_test_7x7/random_4_5.txt,,"181800842285
"," Time: 0.15659594535827637
"
